winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4,2,48.96
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4,3,61.94
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4,3,19.98
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4,3,16.76
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4,3,24.45
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,64.5
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,31.63
Vinedos de Paganos,El Puntido,2005,4.2,384,Espana,Rioja,Rioja Red,4,3,73
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4,3,17.5
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4,3,18.9
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4,3,23.95
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4,3,28.3
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4,3,45
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3,3,17.9
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3,3,16.78
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4,3,13.58
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,37.9
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5,3,51.35
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4,3,22.99
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,NA,NA,NA,11.95
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4,3,7.1
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4,3,77.36
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,NA,NA,NA,19.9
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4,3,28.53
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5,3,27.89
